date,amount,product
2044-06-20,76.01,C
2044-06-21,120.07,C
2044-06-22,83.08,C
2044-06-23,94.23,B
2044-06-24,84.55,A
2044-06-25,70.69,C
2044-06-26,101.17,A
2044-06-27,93.8,B
2044-06-28,85.44,B
2044-06-29,111.4,B
2044-06-30,74.08,A
2044-07-01,126.45,C
2044-07-02,73.29,C
2044-07-03,75.52,A
2044-07-04,83.89,A
2044-07-05,100.95,B
2044-07-06,122.28,C
2044-07-07,96.69,B
2044-07-08,120.6,C
2044-07-09,101.91,A
2044-07-10,121.87,B
2044-07-11,118.85,C
2044-07-12,115.31,A
2044-07-13,129.24,A
2044-07-14,113.94,C
2044-07-15,82.27,A
2044-07-16,117.35,C
2044-07-17,86.82,C
2044-07-18,124.6,C
2044-07-19,124.66,B
2044-07-20,109.73,B
2044-07-21,88.11,C
2044-07-22,100.61,B
2044-07-23,121.59,C
2044-07-24,110.7,C
2044-07-25,107.73,B
2044-07-26,73.11,B
2044-07-27,105.54,B
2044-07-28,87.17,A
2044-07-29,84.26,C
2044-07-30,116.77,A
2044-07-31,87.78,B
2044-08-01,72.83,A
2044-08-02,109.22,C
2044-08-03,103.13,B
2044-08-04,105.7,A
2044-08-05,115.69,A
2044-08-06,98.68,B
2044-08-07,79.49,C
2044-08-08,89.04,A
2044-08-09,96.48,A
2044-08-10,90.18,C
2044-08-11,74.63,B
2044-08-12,84.15,A
2044-08-13,87.45,C
2044-08-14,112.83,C
2044-08-15,106.23,A
2044-08-16,110.3,B
2044-08-17,74.73,C
2044-08-18,126.62,A
2044-08-19,124.9,C
2044-08-20,78.09,A
2044-08-21,87.8,B
2044-08-22,119.41,C
2044-08-23,74.3,A
2044-08-24,96.99,B
2044-08-25,117.76,A
2044-08-26,88.74,B
2044-08-27,114.46,B
2044-08-28,96.9,B
2044-08-29,129.54,B
2044-08-30,111.85,C
2044-08-31,113.87,C
2044-09-01,93.87,B
2044-09-02,94.54,C
2044-09-03,94.63,B
2044-09-04,122.77,A
2044-09-05,86.29,B
2044-09-06,79.93,A
2044-09-07,102.64,B
2044-09-08,117.76,A
2044-09-09,80.06,A
2044-09-10,83.35,A
2044-09-11,70.03,B
2044-09-12,120.71,A
2044-09-13,120.64,B
2044-09-14,89.69,B
2044-09-15,87.38,B
2044-09-16,80.45,A
2044-09-17,100.14,B
2044-09-18,83.75,A
2044-09-19,103.73,A
2044-09-20,111.54,A
2044-09-21,105,C
2044-09-22,116.79,C
2044-09-23,88.82,B
2044-09-24,124.69,C
2044-09-25,107.89,C
2044-09-26,84.8,B
2044-09-27,109.43,B
2044-09-28,117.86,C
2044-09-29,115.54,A
2044-09-30,72.95,C
2044-10-01,73.22,B
2044-10-02,114.75,C
2044-10-03,93.73,C
2044-10-04,106.04,A
2044-10-05,83.26,B
2044-10-06,112.15,C
2044-10-07,99.73,A
2044-10-08,110.06,A
2044-10-09,116.37,A
2044-10-10,122.73,A
2044-10-11,112.71,A
2044-10-12,123.08,B
2044-10-13,85.24,B
2044-10-14,105.87,A
2044-10-15,112.04,B
2044-10-16,97.62,B
2044-10-17,77.77,C
2044-10-18,70.86,A
2044-10-19,70.89,A
2044-10-20,90.82,B
2044-10-21,72.24,C
2044-10-22,116.63,A
2044-10-23,71.5,A
2044-10-24,70.84,B
2044-10-25,118.74,B
2044-10-26,74.34,B
2044-10-27,90.26,C
2044-10-28,74.52,C
2044-10-29,98.73,A
2044-10-30,101.01,C
2044-10-31,88.76,B
2044-11-01,90.7,C
2044-11-02,76.98,B
2044-11-03,121.58,B
2044-11-04,78.41,B
2044-11-05,83.5,C
2044-11-06,115.34,B
2044-11-07,80.12,C
2044-11-08,103.16,C
2044-11-09,102.22,C
2044-11-10,109.03,A
2044-11-11,82.59,A
2044-11-12,88.69,C
2044-11-13,70.49,A
2044-11-14,119.79,A
2044-11-15,114.47,C
2044-11-16,99.53,B
2044-11-17,75.43,B
2044-11-18,101.25,C
2044-11-19,126.31,C
2044-11-20,93.87,B
2044-11-21,91.76,B
2044-11-22,89.97,A
2044-11-23,124.05,C
2044-11-24,110.47,A
2044-11-25,80.26,B
2044-11-26,108.8,B
2044-11-27,74.82,A
2044-11-28,92.12,A
2044-11-29,101.54,A
2044-11-30,90.92,B
2044-12-01,115.63,C
2044-12-02,112.4,B
2044-12-03,86.3,A
2044-12-04,93.11,C
2044-12-05,89.51,B
2044-12-06,123.47,C
2044-12-07,105.92,A
2044-12-08,113.95,C
2044-12-09,118.6,A
2044-12-10,124.19,A
2044-12-11,106.71,B
2044-12-12,77.17,A
2044-12-13,81.07,C
2044-12-14,102.13,C
2044-12-15,75.42,A
2044-12-16,94.86,B
2044-12-17,89.18,C
2044-12-18,109.79,B
2044-12-19,109.47,C
2044-12-20,72.21,C
2044-12-21,98.61,C
2044-12-22,124.26,B
2044-12-23,115.47,C
2044-12-24,125.29,C
2044-12-25,99.11,B
2044-12-26,93.53,B
2044-12-27,94.55,A
2044-12-28,127.7,A
2044-12-29,113.8,B
2044-12-30,82.56,A
2044-12-31,106.25,B
2045-01-01,107.17,A
2045-01-02,81.9,A
2045-01-03,102.95,C
2045-01-04,103.82,A
2045-01-05,81.25,C
2045-01-06,127.97,A
2045-01-07,110.16,B
2045-01-08,111.76,B
2045-01-09,90.06,B
2045-01-10,73.02,C
2045-01-11,93.26,B
2045-01-12,125.6,C
2045-01-13,83.02,A
2045-01-14,121.77,B
2045-01-15,116.98,A
2045-01-16,113.78,C
2045-01-17,79.42,C
2045-01-18,90.71,C
2045-01-19,91.61,B
2045-01-20,83.73,A
2045-01-21,87.39,A
2045-01-22,90.14,B
2045-01-23,103.39,A
2045-01-24,101.99,A
2045-01-25,97.85,A
2045-01-26,86.82,C
2045-01-27,84.96,C
2045-01-28,77.47,A
2045-01-29,74.79,A
2045-01-30,72.89,B
2045-01-31,124.69,A
2045-02-01,96.18,A
2045-02-02,78.48,A
2045-02-03,129.1,C
2045-02-04,88.12,C
2045-02-05,82.06,C
2045-02-06,80.66,C
2045-02-07,93.53,A
2045-02-08,83.88,B
2045-02-09,90.11,C
2045-02-10,105.03,B
2045-02-11,72.32,B
2045-02-12,115.77,C
2045-02-13,99.26,A
2045-02-14,120.42,A
2045-02-15,119.09,A
2045-02-16,96.67,C
2045-02-17,84.15,A
2045-02-18,119.76,A
2045-02-19,92.79,A
2045-02-20,86.93,C
2045-02-21,70.75,B
2045-02-22,128.08,B
2045-02-23,107.52,B
2045-02-24,101.8,A
2045-02-25,119.27,C
2045-02-26,128.29,A
2045-02-27,120.89,B
2045-02-28,71.33,C
2045-03-01,92.89,A
2045-03-02,114.49,C
2045-03-03,121.86,A
2045-03-04,128.79,A
2045-03-05,93.82,B
2045-03-06,110.03,A
2045-03-07,87.56,A
2045-03-08,71.54,A
2045-03-09,110.05,C
2045-03-10,102.14,B
2045-03-11,108.77,A
2045-03-12,88.09,A
2045-03-13,112.29,C
2045-03-14,98.28,A
2045-03-15,74.92,B
2045-03-16,126.92,C
2045-03-17,82.42,A
2045-03-18,118.59,A
2045-03-19,105.15,B
2045-03-20,127.86,A
2045-03-21,111.17,C
2045-03-22,72.5,A
2045-03-23,110.74,B
2045-03-24,112.59,C
2045-03-25,108.92,C
2045-03-26,95.85,A
2045-03-27,119.64,B
2045-03-28,80.58,A
2045-03-29,124.79,B
2045-03-30,72.71,A
2045-03-31,102.27,C
2045-04-01,73.94,A
2045-04-02,95.93,C
2045-04-03,127.37,A
2045-04-04,83.81,C
2045-04-05,95.32,A
2045-04-06,117.46,B
2045-04-07,111.19,C
2045-04-08,86.95,A
2045-04-09,97.74,B
2045-04-10,77.68,C
2045-04-11,99.71,A
2045-04-12,124.92,C
2045-04-13,72.72,B
2045-04-14,119.84,C
2045-04-15,85.11,C
2045-04-16,99.21,C
2045-04-17,97.92,C
2045-04-18,115.29,C
2045-04-19,118.73,C
2045-04-20,94.63,B
2045-04-21,103.06,C
2045-04-22,102.49,A
2045-04-23,88.11,A
2045-04-24,127.78,B
2045-04-25,116.49,C
2045-04-26,78.27,C
2045-04-27,123.92,C
2045-04-28,90.45,C
2045-04-29,78.14,B
2045-04-30,114.94,B
2045-05-01,97.29,B
2045-05-02,106.53,B
2045-05-03,108.91,C
2045-05-04,74.03,C
2045-05-05,74.26,A
2045-05-06,84.69,B
2045-05-07,125.65,C
2045-05-08,78.35,C
2045-05-09,104.6,B
2045-05-10,103.24,C
2045-05-11,105.67,B
2045-05-12,128.65,B
2045-05-13,120.87,C
2045-05-14,72.35,B
2045-05-15,100.56,C
2045-05-16,121.31,A
2045-05-17,78.14,A
2045-05-18,128.17,A
2045-05-19,80.76,A
2045-05-20,108.81,B
2045-05-21,83.66,A
2045-05-22,86.78,B
2045-05-23,106.68,B
2045-05-24,116.78,A
2045-05-25,112.52,B
2045-05-26,92.24,B
2045-05-27,71.34,C
2045-05-28,118.26,C
2045-05-29,100.02,A
2045-05-30,105.31,C
2045-05-31,118.85,B
2045-06-01,89.62,A
2045-06-02,96.2,A
2045-06-03,96.53,C
2045-06-04,114.05,A
2045-06-05,101.68,B
2045-06-06,128.38,A
2045-06-07,101.37,B
2045-06-08,82.03,B
2045-06-09,117.07,A
2045-06-10,70.01,C
2045-06-11,124.54,C
2045-06-12,96.2,B
2045-06-13,82.8,A
2045-06-14,82.45,C
2045-06-15,104.37,C
2045-06-16,100.99,C
2045-06-17,108.05,C
2045-06-18,117.98,A
2045-06-19,72.78,B
2045-06-20,77.07,C
2045-06-21,97.65,B
2045-06-22,76.34,C
2045-06-23,102.57,C
2045-06-24,98.54,B
2045-06-25,116.45,A
2045-06-26,95.72,A
2045-06-27,122.12,C
2045-06-28,102.43,B
2045-06-29,119.61,A
2045-06-30,117.75,A
2045-07-01,112.49,C
2045-07-02,99.59,B
2045-07-03,127.3,A
2045-07-04,98.28,C
2045-07-05,110.09,A
2045-07-06,96.89,A
2045-07-07,80.19,A
2045-07-08,92.99,A
2045-07-09,116.19,B
2045-07-10,117.79,A
2045-07-11,109.68,C
2045-07-12,83.24,B
2045-07-13,102.25,A
2045-07-14,124.56,B
2045-07-15,84.26,B
2045-07-16,81.36,C
2045-07-17,118.38,C
2045-07-18,79.34,C
2045-07-19,78.97,B
2045-07-20,126.65,B
2045-07-21,96.72,C
2045-07-22,110.1,B
2045-07-23,103.46,A
2045-07-24,77.85,C
2045-07-25,105.21,A
2045-07-26,110.9,A
2045-07-27,88.04,B
2045-07-28,108.62,C
2045-07-29,101.12,C
2045-07-30,71.45,C
2045-07-31,87.14,C
2045-08-01,100.42,A
2045-08-02,129.71,B
2045-08-03,92.56,B
2045-08-04,128.84,B
2045-08-05,77,A
2045-08-06,105.61,B
2045-08-07,121.07,C
2045-08-08,82.16,B
2045-08-09,70.56,A
2045-08-10,75.1,A
2045-08-11,74.64,C
2045-08-12,109.99,C
2045-08-13,108.9,A
2045-08-14,80.15,A
2045-08-15,82.18,A
2045-08-16,101.19,A
2045-08-17,73.73,B
2045-08-18,83.45,B
2045-08-19,105.67,A
2045-08-20,122.22,C
2045-08-21,115.11,C
2045-08-22,79.45,B
2045-08-23,111.75,C
2045-08-24,108.88,C
2045-08-25,108.08,C
2045-08-26,125.01,C
2045-08-27,109.25,A
2045-08-28,113.79,B
2045-08-29,109.21,A
2045-08-30,121.05,A
2045-08-31,81.28,B
2045-09-01,97.52,C
2045-09-02,112.37,B
2045-09-03,93.19,A
2045-09-04,112.37,C
2045-09-05,72.18,C
2045-09-06,95.25,A
2045-09-07,95.5,A
2045-09-08,118.35,A
2045-09-09,82.26,C
2045-09-10,109.55,B
2045-09-11,111.02,A
2045-09-12,88.39,C
2045-09-13,103.05,C
2045-09-14,124.5,C
2045-09-15,111.68,B
2045-09-16,82.46,C
2045-09-17,105.15,A
2045-09-18,97.99,A
2045-09-19,114.98,A
2045-09-20,97.93,B
2045-09-21,70.44,C
2045-09-22,121.07,C
2045-09-23,88.74,B
2045-09-24,111.03,B
2045-09-25,114.28,B
2045-09-26,123.45,A
2045-09-27,94.57,C
2045-09-28,128.72,A
2045-09-29,105.21,C
2045-09-30,120.25,B
2045-10-01,88.28,A
2045-10-02,79.57,B
2045-10-03,114.58,B
2045-10-04,113.52,B
2045-10-05,111.14,B
2045-10-06,97.67,C
2045-10-07,89.84,A
2045-10-08,96.9,C
2045-10-09,97.85,B
2045-10-10,98.47,A
2045-10-11,86.18,A
2045-10-12,126.55,A
2045-10-13,106.52,A
2045-10-14,93.53,C
2045-10-15,76.65,A
2045-10-16,110.64,C
2045-10-17,98.19,A
2045-10-18,77.82,C
2045-10-19,107.24,A
2045-10-20,83.39,C
2045-10-21,107.05,B
2045-10-22,123.53,A
2045-10-23,128.9,C
2045-10-24,113.44,A
2045-10-25,87.04,A
2045-10-26,110.76,A
2045-10-27,96.69,B
2045-10-28,79.81,C
2045-10-29,74.99,C
2045-10-30,125.7,B
2045-10-31,83.62,C
2045-11-01,83.48,B
2045-11-02,121.85,B
2045-11-03,95.62,A
2045-11-04,75.64,B
2045-11-05,86.96,A
2045-11-06,77.02,C
2045-11-07,105.43,C
2045-11-08,96.3,C
2045-11-09,86.22,B
2045-11-10,95.75,A
2045-11-11,104.17,A
2045-11-12,108.64,B
2045-11-13,93.12,C
2045-11-14,122.14,A
2045-11-15,123.91,C
2045-11-16,93.16,B
2045-11-17,97.97,C
2045-11-18,77.41,B
2045-11-19,89.93,B
2045-11-20,104.01,B
2045-11-21,75.48,C
2045-11-22,117.55,B
2045-11-23,77.77,B
2045-11-24,72.34,A
2045-11-25,102.14,B
2045-11-26,108.24,A
2045-11-27,79.65,A
2045-11-28,88.14,A
2045-11-29,113.11,B
2045-11-30,84.74,B
2045-12-01,95.76,C
2045-12-02,104.09,B
2045-12-03,115.83,B
2045-12-04,88.92,C
2045-12-05,117.88,C
2045-12-06,94.84,C
2045-12-07,72.87,A
2045-12-08,76.92,C
2045-12-09,84.58,A
2045-12-10,88.07,C
2045-12-11,118.08,B
2045-12-12,107.23,B
2045-12-13,74.55,A
2045-12-14,98.34,B
2045-12-15,96.6,C
2045-12-16,118.68,C
2045-12-17,76.3,C
2045-12-18,129.78,A
2045-12-19,84.95,A
2045-12-20,115.93,B
2045-12-21,90.9,A
2045-12-22,96.64,B
2045-12-23,125.38,C
2045-12-24,85.95,A
2045-12-25,124.29,B
2045-12-26,126.76,B
2045-12-27,77.94,B
2045-12-28,117.12,C
2045-12-29,89.04,A
2045-12-30,99.62,C
2045-12-31,70.68,C
2046-01-01,94.09,C
2046-01-02,75.84,B
2046-01-03,118.88,A
2046-01-04,70.43,C
2046-01-05,100.18,A
2046-01-06,90.93,B
2046-01-07,92.41,B
2046-01-08,80.98,C
2046-01-09,108.31,B
2046-01-10,118.39,A
2046-01-11,102.46,C
2046-01-12,129.3,A
2046-01-13,115.98,B
2046-01-14,81.69,A
2046-01-15,120.18,A
2046-01-16,113.76,A
2046-01-17,108.06,B
2046-01-18,117.55,B
2046-01-19,101.78,B
2046-01-20,124.18,A
2046-01-21,79.01,C
2046-01-22,72.82,C
2046-01-23,85.31,B
2046-01-24,79.02,A
2046-01-25,107.15,A
2046-01-26,92.1,A
2046-01-27,123.1,C
2046-01-28,89.71,B
2046-01-29,122.52,C
2046-01-30,114.95,A
2046-01-31,122.37,C
2046-02-01,77.53,A
2046-02-02,87.44,A
2046-02-03,71.27,C
2046-02-04,118.89,B
2046-02-05,97.82,A
2046-02-06,97.31,B
2046-02-07,79.89,B
2046-02-08,120.78,A
2046-02-09,127.13,A
2046-02-10,95.86,A
2046-02-11,104.49,B
2046-02-12,122.45,B
2046-02-13,81.34,C
2046-02-14,79.02,A
2046-02-15,112.31,B
2046-02-16,109.51,C
2046-02-17,89.52,B
2046-02-18,119.05,C
2046-02-19,108.12,C
2046-02-20,97.34,A
2046-02-21,91.8,A
2046-02-22,121.61,A
2046-02-23,110.81,A
2046-02-24,101.89,C
2046-02-25,109.72,C
2046-02-26,126.28,B
2046-02-27,118.14,C
2046-02-28,84.29,B
2046-03-01,93.19,C
2046-03-02,75.16,A
2046-03-03,114.66,B
2046-03-04,123.86,C
2046-03-05,104.34,C
2046-03-06,86.98,C
2046-03-07,116.83,A
2046-03-08,95.62,C
2046-03-09,120.03,A
2046-03-10,109.21,B
2046-03-11,109.14,C
2046-03-12,124.83,C
2046-03-13,94.39,B
2046-03-14,107.33,C
2046-03-15,112.1,A
2046-03-16,122.04,B
2046-03-17,75.93,A
2046-03-18,94,C
2046-03-19,123.65,B
2046-03-20,100.67,C
2046-03-21,77.14,A
2046-03-22,103.91,C
2046-03-23,129.63,C
2046-03-24,127,B
2046-03-25,93.15,C
2046-03-26,107.55,B
2046-03-27,82.15,C
2046-03-28,127.65,B
2046-03-29,116.97,A
2046-03-30,110.61,A
2046-03-31,124.5,A
2046-04-01,77.35,B
2046-04-02,125.1,C
2046-04-03,113.73,B
2046-04-04,109.59,B
2046-04-05,74.66,B
2046-04-06,109.86,C
2046-04-07,96.36,B
2046-04-08,80.29,A
2046-04-09,125.11,C
2046-04-10,98.19,A
2046-04-11,100.38,C
2046-04-12,104.38,A
2046-04-13,86.01,B
2046-04-14,84.61,C
2046-04-15,79.36,C
2046-04-16,111.74,A
2046-04-17,125.47,A
2046-04-18,124.8,A
2046-04-19,128.58,A
2046-04-20,128.5,B
2046-04-21,126.54,C
2046-04-22,123.3,A
2046-04-23,127.76,B
2046-04-24,84.43,B
2046-04-25,98.7,C
2046-04-26,85.32,C
2046-04-27,121.28,C
2046-04-28,99.94,B
2046-04-29,118.02,C
2046-04-30,102.8,A
2046-05-01,89.96,C
2046-05-02,89.93,B
2046-05-03,115.95,B
2046-05-04,123.78,A
2046-05-05,112.18,C
2046-05-06,72.57,C
2046-05-07,113.66,A
2046-05-08,74.66,B
2046-05-09,120.84,B
2046-05-10,86.67,C
2046-05-11,80.71,C
2046-05-12,86.31,B
2046-05-13,97.9,C
2046-05-14,89.93,A
2046-05-15,106.87,B
2046-05-16,93.48,A
2046-05-17,108.01,B
2046-05-18,72.48,A
2046-05-19,103.93,B
2046-05-20,93.91,B
2046-05-21,99.12,C
2046-05-22,108.5,B
2046-05-23,113.24,B
2046-05-24,84.79,C
2046-05-25,118.64,C
2046-05-26,102.38,B
2046-05-27,94,B
2046-05-28,77.88,B
2046-05-29,108.28,C
2046-05-30,123.53,A
2046-05-31,78.73,C
2046-06-01,112.68,A
2046-06-02,105.31,C
2046-06-03,76.29,A
2046-06-04,73.28,A
2046-06-05,72.58,A
2046-06-06,70.61,C
2046-06-07,93.99,A
2046-06-08,85.44,C
2046-06-09,110.3,C
2046-06-10,98.5,B
2046-06-11,83.52,C
2046-06-12,129.21,C
2046-06-13,123.91,C
2046-06-14,102.03,B
2046-06-15,93.67,B
2046-06-16,108.33,B
2046-06-17,90.37,B
2046-06-18,82.21,B
2046-06-19,124.6,C
2046-06-20,94.73,A
2046-06-21,112.24,C
2046-06-22,120.84,A
2046-06-23,92.89,B
2046-06-24,85.7,C
2046-06-25,80.58,C
2046-06-26,86.09,C
2046-06-27,104.17,B
2046-06-28,108.09,C
2046-06-29,81.38,B
2046-06-30,120.75,A
2046-07-01,101.72,B
2046-07-02,109.04,B
2046-07-03,110.65,B
2046-07-04,97.2,C
2046-07-05,73.62,C
2046-07-06,121.8,C
2046-07-07,102.15,A
2046-07-08,122.16,B
2046-07-09,122.6,C
2046-07-10,107.09,A
2046-07-11,112.61,B
2046-07-12,95.87,B
2046-07-13,91.45,C
2046-07-14,117.08,C
2046-07-15,129.42,A
2046-07-16,86.53,A
2046-07-17,77.83,A
2046-07-18,109.32,A
2046-07-19,76.89,B
2046-07-20,102.75,C
2046-07-21,79.23,B
2046-07-22,118.44,B
2046-07-23,70.09,B
2046-07-24,94.51,A
2046-07-25,112.16,A
2046-07-26,76.64,B
2046-07-27,128.24,B
2046-07-28,95.36,C
2046-07-29,70.95,A
2046-07-30,73.59,C
2046-07-31,122.29,C
2046-08-01,117.06,C
2046-08-02,101,B
2046-08-03,103.89,A
2046-08-04,108.14,B
2046-08-05,90.71,B
2046-08-06,83.05,C
2046-08-07,78.26,A
2046-08-08,121.53,A
2046-08-09,101.7,C
2046-08-10,87.17,B
2046-08-11,73.88,C
2046-08-12,76.32,C
2046-08-13,91.02,B
2046-08-14,121.4,C
2046-08-15,84.46,C
2046-08-16,92.21,B
2046-08-17,121.23,B
2046-08-18,112.16,C
2046-08-19,122.05,B
2046-08-20,70.48,A
2046-08-21,108.57,A
2046-08-22,119.79,B
2046-08-23,82.52,A
2046-08-24,95.01,A
2046-08-25,70.23,C
2046-08-26,105.57,A
2046-08-27,111.81,B
2046-08-28,107.27,C
2046-08-29,114.33,C
2046-08-30,81.52,C
2046-08-31,93.99,C
2046-09-01,92.29,B
2046-09-02,74.58,B
2046-09-03,72.34,C
2046-09-04,101.22,C
2046-09-05,80.77,A
2046-09-06,116.6,A
2046-09-07,121.8,C
2046-09-08,129.13,B
2046-09-09,108.42,A
2046-09-10,79.56,B
2046-09-11,117.34,A
2046-09-12,94.06,A
2046-09-13,121.97,B
2046-09-14,120.81,C
2046-09-15,83.46,A
2046-09-16,86.03,A
2046-09-17,115.13,C
2046-09-18,113.13,B
2046-09-19,105.27,B
2046-09-20,72.33,C
2046-09-21,110.75,A
2046-09-22,117.37,B
2046-09-23,99.91,B
2046-09-24,100.11,B
2046-09-25,129.02,A
2046-09-26,71.63,C
2046-09-27,119.76,C
2046-09-28,73.23,A
2046-09-29,127.03,C
2046-09-30,117.31,B
2046-10-01,119.37,C
2046-10-02,110.28,C
2046-10-03,118.12,C
2046-10-04,92.92,A
2046-10-05,85.35,B
2046-10-06,121.21,A
2046-10-07,84.02,B
2046-10-08,128.67,C
2046-10-09,98.95,C
2046-10-10,105.8,A
2046-10-11,129.2,A
2046-10-12,114.99,C
2046-10-13,80.37,B
2046-10-14,81.41,A
2046-10-15,114.76,B
2046-10-16,101.68,B
2046-10-17,115.94,B
2046-10-18,125.45,C
2046-10-19,96.21,C
2046-10-20,113.3,C
2046-10-21,80.84,B
2046-10-22,93.45,B
2046-10-23,96.65,C
2046-10-24,111.16,B
2046-10-25,115.91,B
2046-10-26,107.02,A
2046-10-27,93.09,B
2046-10-28,103.82,B
2046-10-29,72.22,C
2046-10-30,118.4,B
2046-10-31,104.02,B
2046-11-01,89.05,B
2046-11-02,128.75,A
2046-11-03,89.24,C
2046-11-04,99.28,A
2046-11-05,84.64,C
2046-11-06,79.34,C
2046-11-07,77.37,B
2046-11-08,118.56,A
2046-11-09,98.95,A
2046-11-10,109.7,C
2046-11-11,84.65,B
2046-11-12,70.14,B
2046-11-13,83.3,A
2046-11-14,125.48,A
2046-11-15,121.33,C
2046-11-16,70.2,A
2046-11-17,80.45,C
2046-11-18,77.26,C
2046-11-19,99.85,A
2046-11-20,107.21,C
2046-11-21,125.74,C
2046-11-22,77.74,C
2046-11-23,125.05,B
2046-11-24,91.73,A
2046-11-25,118.81,C
2046-11-26,85.72,B
2046-11-27,117.56,C
2046-11-28,77.72,C
2046-11-29,108.04,B
2046-11-30,71.53,A
2046-12-01,119.23,A
2046-12-02,83.8,B
2046-12-03,110.14,C
2046-12-04,110.88,A
2046-12-05,95.64,A
2046-12-06,116.55,A
2046-12-07,106.71,C
2046-12-08,120.65,B
2046-12-09,84.64,A
2046-12-10,102.23,C
2046-12-11,125.1,C
2046-12-12,99.27,A
2046-12-13,95.81,B
2046-12-14,98.48,B
2046-12-15,110.75,A
2046-12-16,77.22,C
2046-12-17,80.3,B
2046-12-18,77.22,C
2046-12-19,96.98,B
2046-12-20,86.53,A
2046-12-21,120.89,A
2046-12-22,105.28,C
2046-12-23,129.27,C
2046-12-24,127.77,A
2046-12-25,126.99,B
2046-12-26,112.02,B
2046-12-27,129.22,A
2046-12-28,77.31,C
2046-12-29,111.92,A
2046-12-30,77.3,A
2046-12-31,94.81,A
2047-01-01,108.15,A
2047-01-02,126.06,C
2047-01-03,76.82,A
2047-01-04,106.03,A
2047-01-05,76.88,C
2047-01-06,116.94,B
2047-01-07,120.65,C
2047-01-08,89.29,C
2047-01-09,76.23,B
2047-01-10,97.95,B
2047-01-11,95.82,A
2047-01-12,98.57,B
2047-01-13,129.17,C
2047-01-14,97.49,A
2047-01-15,72.62,A
2047-01-16,97.33,A
2047-01-17,106.95,B
2047-01-18,94.68,B
2047-01-19,119.46,A
2047-01-20,121.78,C
2047-01-21,98.28,C
2047-01-22,96.98,A
2047-01-23,117.62,B
2047-01-24,99.35,A
2047-01-25,105.38,C
2047-01-26,72.06,C
2047-01-27,116.48,A
2047-01-28,122.24,B
2047-01-29,116.48,B
2047-01-30,118.99,A
2047-01-31,104.42,B
2047-02-01,73.48,C
2047-02-02,82.68,C
2047-02-03,123.53,A
2047-02-04,97.6,C
2047-02-05,124.29,C
2047-02-06,105.43,B
2047-02-07,125.89,B
2047-02-08,109.92,B
2047-02-09,115.03,B
2047-02-10,90.96,A
2047-02-11,107.18,A
2047-02-12,86.63,C
2047-02-13,85.63,B
2047-02-14,110.58,C
2047-02-15,103.75,B
2047-02-16,92.13,B
2047-02-17,91.44,A
2047-02-18,117.4,B
2047-02-19,119.34,A
2047-02-20,105.22,A
2047-02-21,117.43,B
2047-02-22,73.87,A
2047-02-23,74.65,A
2047-02-24,74.75,A
2047-02-25,121.34,A
2047-02-26,108.38,A
2047-02-27,125.56,B
2047-02-28,116.3,C
2047-03-01,101.55,B
2047-03-02,99.21,A
2047-03-03,107.25,B
2047-03-04,95.3,B
2047-03-05,102.98,A
2047-03-06,80.65,C
2047-03-07,117.54,A
2047-03-08,107.22,C
2047-03-09,125.19,A
2047-03-10,95.03,A
2047-03-11,70.58,A
2047-03-12,112.59,A
2047-03-13,101.56,B
2047-03-14,72.07,A
2047-03-15,117.67,A
2047-03-16,109.7,C
2047-03-17,88.5,C
2047-03-18,77.24,B
2047-03-19,103.57,A
2047-03-20,104.27,A
2047-03-21,81.02,B
2047-03-22,103.96,A
2047-03-23,73.74,A
2047-03-24,99.76,C
2047-03-25,112.71,C
2047-03-26,93.37,C
2047-03-27,126.94,C
2047-03-28,128.44,B
2047-03-29,112.84,B
2047-03-30,115.66,A
2047-03-31,102.11,A
2047-04-01,110.58,B
2047-04-02,90.47,A
2047-04-03,102.59,C
2047-04-04,123.89,A
2047-04-05,78.67,B
2047-04-06,105.17,A
2047-04-07,119.84,B
2047-04-08,105.73,B
2047-04-09,127.49,A
2047-04-10,123.53,A
2047-04-11,101.12,C
2047-04-12,110.19,C
2047-04-13,72.54,B
2047-04-14,119.94,C
2047-04-15,111.07,A
2047-04-16,102.35,B
2047-04-17,111.14,C
2047-04-18,125.05,A
2047-04-19,114.01,C
2047-04-20,111.06,B
2047-04-21,126.33,B
2047-04-22,117.46,C
2047-04-23,80.95,C
2047-04-24,125.6,B
2047-04-25,116.13,A
2047-04-26,100.48,B
2047-04-27,90.44,B
2047-04-28,110.35,C
2047-04-29,119.23,B
2047-04-30,78.64,C
2047-05-01,79.23,A
2047-05-02,102.24,A
2047-05-03,74.84,A
2047-05-04,100.64,C
2047-05-05,99.9,B
2047-05-06,124.1,A
2047-05-07,106.84,B
2047-05-08,85.52,A
2047-05-09,74.08,C
2047-05-10,112.64,A
2047-05-11,107.46,A
2047-05-12,129.24,B
2047-05-13,105.11,A
2047-05-14,129.87,B
2047-05-15,89.2,A
2047-05-16,85.31,A
2047-05-17,113.92,C
2047-05-18,91.37,C
2047-05-19,127.16,C
2047-05-20,111.34,C
2047-05-21,84.52,A
2047-05-22,73.59,A
2047-05-23,80.63,B
2047-05-24,120.91,C
2047-05-25,74.74,B
2047-05-26,114.96,C
2047-05-27,114.25,C
2047-05-28,92.07,C
2047-05-29,79.28,C
2047-05-30,97.96,A
2047-05-31,84.98,A
2047-06-01,101.1,B
